date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:56:59	32102/32102	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jul%202025%2003:42:26%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/coming-soon-img.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/coming-soon-img.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:56:59	123188/123188	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2010:14:22%20GMT	https://wowtheme7.com/tf/sasstech/pricing-plan.html	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/pricing-plan.html	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:56:59	129345/129345	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2010:14:22%20GMT	https://wowtheme7.com/tf/sasstech/about.html	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/about.html	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:56:59	100806/100806	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2010:14:22%20GMT	https://wowtheme7.com/tf/sasstech/app-intigration.html	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/app-intigration.html	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:00	97724/97724	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2010:14:22%20GMT	https://wowtheme7.com/tf/sasstech/intigration-details.html	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/intigration-details.html	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:00	767696/767696	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:32:22%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/home-img6.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/home-img6.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:00	131948/131948	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2010:14:22%20GMT	https://wowtheme7.com/tf/sasstech/policy-privacy.html	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/policy-privacy.html	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:00	96292/96292	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2010:14:22%20GMT	https://wowtheme7.com/tf/sasstech/faq.html	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/faq.html	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:00	84085/84085	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2010:14:22%20GMT	https://wowtheme7.com/tf/sasstech/project-details.html	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/project-details.html	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:01	93793/93793	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2010:14:22%20GMT	https://wowtheme7.com/tf/sasstech/service-details.html	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/service-details.html	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:01	151436/151436	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2010:14:22%20GMT	https://wowtheme7.com/tf/sasstech/shop.html	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/shop.html	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:01	140550/140550	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2010:14:22%20GMT	https://wowtheme7.com/tf/sasstech/shop-details.html	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/shop-details.html	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:01	95731/95731	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2010:14:22%20GMT	https://wowtheme7.com/tf/sasstech/cart.html	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/cart.html	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:02	86549/86549	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2010:14:22%20GMT	https://wowtheme7.com/tf/sasstech/checkout.html	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/checkout.html	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:02	98543/98543	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2010:14:22%20GMT	https://wowtheme7.com/tf/sasstech/blog.html	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/blog.html	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:02	109898/109898	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2010:14:22%20GMT	https://wowtheme7.com/tf/sasstech/blog-details.html	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/blog-details.html	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:02	87070/87070	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2010:14:22%20GMT	https://wowtheme7.com/tf/sasstech/contact.html	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/contact.html	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:03	77820/77820	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2010:14:22%20GMT	https://wowtheme7.com/tf/sasstech/register.html	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/register.html	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:03	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Aug%202025%2005:57:06%20GMT	https://wowtheme7.com/tf/sasstech/live-chat.html	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/live-chat.html	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:03	76280/76280	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2010:14:22%20GMT	https://wowtheme7.com/tf/sasstech/login.html	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/login.html	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:04	3173/3173	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:27:30%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/shapes/cloud-shape.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/shapes/cloud-shape.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:04	66606/66606	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:29:52%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/banner-two-img.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/banner-two-img.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:04	4805/4805	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:27:34%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/shapes/hand-thumb.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/shapes/hand-thumb.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:04	529/529	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:31:20%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/domain-img1.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/domain-img1.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:05	595/595	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:31:20%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/domain-img2.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/domain-img2.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:05	541/541	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:31:20%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/domain-img3.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/domain-img3.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:05	521/521	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:31:20%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/domain-img4.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/domain-img4.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:06	476/476	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:31:20%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/domain-img5.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/domain-img5.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:06	6007/6007	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Dec%202024%2009:40:58%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/icons/ratings.svg	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/icons/ratings.svg	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:06	378/378	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2028%20Jan%202025%2001:58:32%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/icons/trustpilot-star.svg	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/icons/trustpilot-star.svg	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:06	1501/1501	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:28:00%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/shapes/squre-box-shape.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/shapes/squre-box-shape.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:07	20726/20726	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:28:58%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/about-two-img-bg.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/about-two-img-bg.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:07	729/729	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:27:34%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/shapes/finger-shape.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/shapes/finger-shape.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:08	15598/15598	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:28:58%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/about-slide-img1.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/about-slide-img1.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:08	4514/4514	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:28:58%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/about-slide-img2.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/about-slide-img2.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:08	8628/8628	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:28:58%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/about-slide-img3.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/about-slide-img3.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:08	710/710	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:27:30%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/shapes/curve-arrow-two.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/shapes/curve-arrow-two.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:09	988/988	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:27:32%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/shapes/dots-circle-round.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/shapes/dots-circle-round.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:09	99085/99085	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:28:04%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/shapes/wave-shape.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/shapes/wave-shape.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:09	2891/2891	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202025%2002:12:14%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/icons/hosting-plan-icon1.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/icons/hosting-plan-icon1.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:09	11282/11282	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202025%2002:14:24%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/icons/hosting-plan-icon2.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/icons/hosting-plan-icon2.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:10	1612/1612	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202025%2002:12:34%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/icons/hosting-plan-icon3.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/icons/hosting-plan-icon3.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:10	8847/8847	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202025%2002:12:38%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/icons/hosting-plan-icon4.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/icons/hosting-plan-icon4.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:10	27910/27910	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:31:20%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/degree-view-img1.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/degree-view-img1.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:10	10043/10043	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:31:20%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/degree-view-img2.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/degree-view-img2.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:11	19276/19276	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:31:20%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/degree-view-img3.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/degree-view-img3.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:11	1639/1639	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:27:30%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/shapes/border-square.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/shapes/border-square.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:11	5461/5461	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:34:08%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/search-domain-img2.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/search-domain-img2.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:12	5271/5271	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:34:08%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/search-domain-img1.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/search-domain-img1.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:12	687/687	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:34:08%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/search-domain-two-img1.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/search-domain-two-img1.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:12	666/666	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:34:08%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/search-domain-two-img2.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/search-domain-two-img2.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:13	968/968	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:34:08%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/search-domain-two-img3.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/search-domain-two-img3.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:13	822/822	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:34:08%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/search-domain-two-img4.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/search-domain-two-img4.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:13	1083/1083	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:34:08%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/search-domain-two-img5.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/search-domain-two-img5.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:13	978/978	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:34:08%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/thumbs/search-domain-two-img6.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/thumbs/search-domain-two-img6.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:14	687/687	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jul%202025%2010:27:28%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/shapes/arrow-curve-main.png	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/shapes/arrow-curve-main.png	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:14	1785/1785	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2029%20Jan%202025%2009:38:12%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/icons/pricing-icon1.svg	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/icons/pricing-icon1.svg	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:14	830/830	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2029%20Jan%202025%2009:38:20%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/icons/pricing-icon2.svg	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/icons/pricing-icon2.svg	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:15	501/501	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2029%20Jan%202025%2009:38:28%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/icons/pricing-icon3.svg	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/icons/pricing-icon3.svg	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:15	1539/1539	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2029%20Jan%202025%2009:38:34%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/icons/pricing-icon4.svg	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/icons/pricing-icon4.svg	(from https://wowtheme7.com/tf/sasstech/index-2.html)
10:57:15	591/591	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2029%20Jan%202025%2009:38:42%20GMT	https://wowtheme7.com/tf/sasstech/assets/images/icons/pricing-icon5.svg	C:/My%20Web%20Sites/SassTech/wowtheme7.com/tf/sasstech/assets/images/icons/pricing-icon5.svg	(from https://wowtheme7.com/tf/sasstech/index-2.html)
